TIDM,Issuer Name,Instrument Name,ISIN,MiFIR Identifier Code,ICB Industry,ICB Super-Sector Name,Start Date,Country of Incorporation,Trading Currency,Security Mkt Cap (in £m),LSE Market,FCA Listing Category,Market Segment Code,Market Sector Code
97GM,CRH PLC,7%'A'CUM PRF EUR 1.27,IE0001827603,SHRS,Industrials,Construction & Materials,28/06/2002,Ireland,GBX,,MAIN MARKET,Standard Shares,SSX4,SXCL
CRH,CRH PLC,ORD EUR 0.32,IE0001827041,SHRS,Industrials,Construction & Materials,08/07/2005,Ireland,GBX,"£21,912.19",MAIN MARKET,Premium Equity Commercial Companies,SET1,FE10
TIDE,CRIMSON TIDE PLC,ORD 0.1P,GB0002080082,SHRS,Technology,Technology,22/08/2006,United Kingdom,GBX,£14.54,AIM,,ASX1,AIMP
49GP,CRODA INTERNATIONAL PLC,6.6% CUM PRF #1,GB0002342854,SHRS,Basic Materials,Chemicals,28/06/2002,United Kingdom,GBX,,MAIN MARKET,Standard Shares,SSX4,SXSN
50GP,CRODA INTERNATIONAL PLC,5.9% CUM PRF #1,GB0002343159,SHRS,Basic Materials,Chemicals,28/06/2002,United Kingdom,GBX,,MAIN MARKET,Standard Shares,SSX4,SXSN
CRDA,CRODA INTERNATIONAL PLC,ORD 10.357143P,GB00BYZWX769,SHRS,Basic Materials,Chemicals,09/05/2016,United Kingdom,GBX,"£5,891.65",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
CSSG,CROMA SECURITY SOLUTIONS GROUP PLC,ORD 5P,GB00B5MJV178,SHRS,Industrials,Industrial Goods & Services,27/03/2012,United Kingdom,GBX,£13.43,AIM,,ASX1,AIMP
CRON,CRONIN GROUP PLC,ORD 0.01P,GB00B29YYY86,SHRS,Basic Materials,Chemicals,31/12/2007,United Kingdom,GBX,£13.22,AIM,,ASX1,AIMP
CRPR,CROPPER (JAMES) PLC,ORD 25P,GB0002346053,SHRS,Basic Materials,Basic Resources,14/09/1999,United Kingdom,GBX,£171.81,AIM,,ASX1,AIMP
CROS,CROSSRIDER PLC,ORD USD0.0001,IM00BQ8NYV14,SHRS,Technology,Technology,30/09/2014,Isle of Man,GBX,£103.55,AIM,,ASQ1,AMQ1
CRWN,CROWN PLACE VCT PLC,ORD 10P,GB0002577434,SHRS,Financials,Financial Services,13/01/2006,United Kingdom,GBX,£45.45,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
CRS,CRYSTAL AMBER FUND LIMITED,ORD 1P,GG00B1Z2SL48,SHRS,Financials,Financial Services,17/06/2008,Guernsey,GBX,£201.01,AIM,,ASX1,AIMP
CSFG,CSF GROUP PLC,ORD 10P,JE00B61NN442,SHRS,Technology,Technology,22/03/2010,Jersey,GBX,£2.08,AIM,,ASQ1,AMQ1
CBP,CURTIS BANKS GROUP PLC,ORD 0.5P,GB00BW0D4R71,SHRS,Financials,Financial Services,07/05/2015,United Kingdom,GBX,£173.80,AIM,,AMSM,ASM7
CZN,CURZON ENERGY PLC,ORD 1P,GB00BD97ND60,SHRS,Oil & Gas,Oil & Gas,04/10/2017,United Kingdom,GBX,£7.44,MAIN MARKET,Standard Shares,SSQ3,SQS3
CREI,CUSTODIAN REIT PLC,ORD 1P,GB00BJFLFT45,SHRS,Financials,Real Estate,26/03/2014,United Kingdom,GBX,£447.35,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
CCPE,CVC CREDIT PARTNERS EUROPEAN OPPORTUNITIES LIMITED,ORD NPV EURO,JE00B9G79F59,SHRS,Financials,Financial Services,25/06/2013,Jersey,EUR,£117.62,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON10
CCPG,CVC CREDIT PARTNERS EUROPEAN OPPORTUNITIES LIMITED,ORD NPV GBP,JE00B9MRHZ51,SHRS,Financials,Financial Services,25/06/2013,Jersey,GBX,£341.67,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
CVSG,CVS GROUP PLC,ORD 0.2P,GB00B2863827,SHRS,Consumer Services,Retail,18/03/2008,United Kingdom,GBX,£798.07,AIM,,AMSM,AS50
CYAN,CYANCONNODE HOLDINGS PLC,ORD 2P,GB00BF93WP34,SHRS,Technology,Technology,03/10/2017,United Kingdom,GBX,£18.42,AIM,,ASX1,AIMP
CYBG,CYBG PLC,ORD GBP0.10,GB00BD6GN030,SHRS,Financials,Banks,06/02/2016,United Kingdom,GBX,"£2,837.50",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
D4T4,D4T4 SOLUTIONS PLC,ORD 2P,GB0001351955,SHRS,Technology,Technology,14/11/2000,United Kingdom,GBX,£47.70,AIM,,ASQ1,AMQ1
DJAN,DAEJAN HOLDINGS PLC,ORD 25P,GB0002502036,SHRS,Financials,Real Estate,18/12/2006,United Kingdom,GBX,£969.57,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
DMGT,DAILY MAIL & GENERAL TRUST PLC,'A'ORD(NON.V)12.5P,GB0009457366,SHRS,Consumer Services,Media,19/03/2007,United Kingdom,GBX,"£2,150.87",MAIN MARKET,Standard Shares,SSMU,SMEU
DCG,DAIRY CREST GROUP PLC,ORD 25P,GB0002502812,SHRS,Consumer Goods,Food & Beverage,31/10/2003,United Kingdom,GBX,£832.12,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
DFI,DAIRY FARM INTERNATIONAL HOLDINGS LD,ORD $0.05 5/9 (SING.REG),BMG2624N1535,SHRS,Consumer Services,Retail,27/09/2004,Bermuda,USD,"£8,722.08",MAIN MARKET,Standard Shares,SSX4,SXSN
DFIB,DAIRY FARM INTERNATIONAL HOLDINGS LD,ORD $0.05 5/9 (BERMUDA REGD),BMG2624N1535,SHRS,Consumer Services,Retail,03/11/2004,Bermuda,USD,,MAIN MARKET,Standard Shares,SSX4,SXSN
DFIJ,DAIRY FARM INTERNATIONAL HOLDINGS LD,ORD $0.05 5/9 (JERSEY REG),BMG2624N1535,SHRS,Consumer Services,Retail,03/11/2004,Bermuda,USD,,MAIN MARKET,Standard Shares,SSX4,SXSN
DAL,DALATA HOTEL GROUP PLC,ORD EUR0.01,IE00BJMZDW83,SHRS,Consumer Services,Travel & Leisure,19/03/2014,Ireland,GBX,£947.79,MAIN MARKET,Standard Shares,SSMU,SMEV
DALR,DALRADIAN RESOURCES INC.,COM SHS NPV (DI),CA2354991002,SHRS,Basic Materials,Basic Resources,03/12/2014,Canada,GBX,£250.62,AIM,,AMSM,ASM7
DIL2,DAMILLE INVESTMENTS II LIMITED,ORD SHS NPV,GG00BD9GK654,SHRS,Financials,Financial Services,18/09/2017,Guernsey,GBX,£9.38,MAIN MARKET - SFS,,SFM2,SFQQ
DTG,DART GROUP PLC,ORD 1.25P,GB00B1722W11,SHRS,Consumer Services,Travel & Leisure,04/08/2006,United Kingdom,GBX,"£1,016.06",AIM,,AMSM,AS50
DAT,DATANG INTERNATIONAL POWER GENERATION COMPANY LD,'H'SHS CNY1.00,CNE1000002Z3,SHRS,Utilities,Utilities,17/10/2007,China,GBX,£851.37,MAIN MARKET,Standard Shares,SSX4,SXSN
DVT,DAVICTUS PLC,ORD NPV,JE00BYY5RQ34,SHRS,Financials,Financial Services,29/01/2016,Jersey,GBX,£1.24,MAIN MARKET,Standard Shares,SSQ3,SQS3
DCC,DCC PLC,ORD EUR0.25,IE0002424939,SHRS,Industrials,Industrial Goods & Services,08/07/2005,Ireland,GBX,"£6,605.32",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
DCD,DCD MEDIA PLC,ORD GBP1.00,GB00BBD7QB75,SHRS,Consumer Services,Media,01/07/2013,United Kingdom,GBX,£14.61,AIM,,ASX1,AIMP
DEB,DEBENHAMS PLC,ORD 0.01P,GB00B126KH97,SHRS,Consumer Services,Retail,19/06/2006,United Kingdom,GBX,£368.35,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
DPH,DECHRA PHARMACEUTICALS PLC,ORD 1P,GB0009633180,SHRS,Health Care,Healthcare,02/12/2005,United Kingdom,GBX,"£2,366.73",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
DFX,DEFENX PLC,ORD GBP0.018,GB00BYNF4J61,SHRS,Technology,Technology,03/12/2015,United Kingdom,GBX,£2.67,AIM,,ASQ1,AMQ1
DKL,DEKELOIL PUBLIC LIMITED,ORD EUR0.0003367 (DI),CY0106502111,SHRS,Consumer Goods,Food & Beverage,21/06/2016,Cyprus,GBX,£32.14,AIM,,ASQ1,AMQ1
DLAR,DE LA RUE PLC,ORD 44 152/175P,GB00B3DGH821,SHRS,Industrials,Industrial Goods & Services,17/11/2008,United Kingdom,GBX,£637.12,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
DEMG,DELTEX MEDICAL GROUP PLC,ORD 1P,GB0059337583,SHRS,Health Care,Healthcare,25/03/2004,United Kingdom,GBX,£4.15,AIM,,ASX1,AIMP
DERR,DERRISTON CAPITAL PLC,ORD 2.5P,GB00BYYMVL73,SHRS,Financials,Financial Services,29/12/2016,United Kingdom,GBX,£2.75,MAIN MARKET,Standard Shares,SSQ3,SQS3
DLN,DERWENT LONDON PLC,ORD 5P,GB0002652740,SHRS,Financials,Real Estate,31/10/2003,United Kingdom,GBX,"£3,261.75",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
DEST,DESTINY PHARMA PLC,ORD GBP0.01,GB00BDHSP575,SHRS,Health Care,Healthcare,04/09/2017,United Kingdom,GBX,£59.90,AIM,,ASQ1,AMQ1
DVO,DEVRO PLC,ORD 10P,GB0002670437,SHRS,Consumer Goods,Food & Beverage,08/07/2005,United Kingdom,GBX,£376.47,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
DWHA,DEWHURST PLC,'A'NON.VTG ORD 10P,GB0002675261,SHRS,Industrials,Industrial Goods & Services,22/02/2006,United Kingdom,GBX,£31.08,AIM,,ASX1,AIMP
DWHT,DEWHURST PLC,ORD 10P,GB0002675048,SHRS,Industrials,Industrial Goods & Services,22/02/2006,United Kingdom,GBX,£27.88,AIM,,ASX1,AIMP
DFS,DFS FURNITURE PLC,ORD GBP1.50,GB00BTC0LB89,SHRS,Consumer Services,Retail,11/03/2015,United Kingdom,GBX,£416.54,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
DGE,DIAGEO PLC,ORD 28 101/108P,GB0002374006,SHRS,Consumer Goods,Food & Beverage,19/03/2001,United Kingdom,GBX,"£62,819.74",MAIN MARKET,Premium Equity Commercial Companies,SET1,FE10
DIA,DIALIGHT PLC,ORD 1.89P,GB0033057794,SHRS,Industrials,Industrial Goods & Services,18/12/2006,United Kingdom,GBX,£210.74,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC6
DTY,DIGNITY PLC,ORD 12 48/143P,GB00BRB37M78,SHRS,Consumer Services,Retail,03/11/2014,United Kingdom,GBX,£408.94,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
DSG,DILLISTONE GROUP PLC,ORD 5P,GB00B13QQB40,SHRS,Technology,Technology,24/04/2007,United Kingdom,GBX,£12.88,AIM,,ASQ1,AMQ1
DPLM,DIPLOMA PLC,ORD 5P,GB0001826634,SHRS,Industrials,Industrial Goods & Services,08/07/2005,United Kingdom,GBX,"£1,322.64",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
DCTA,DIRECTA PLUS PLC,ORD 0.25P,GB00BSM98843,SHRS,Basic Materials,Chemicals,27/05/2016,United Kingdom,GBX,£21.66,AIM,,ASQ1,AMQ1
DLG,DIRECT LINE INSURANCE GROUP PLC,ORD 10 10/11P,GB00BY9D0Y18,SHRS,Financials,Insurance,30/06/2015,United Kingdom,GBX,"£5,077.88",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
DSCV,DISCOVERIE GROUP PLC,ORD 5P,GB0000055888,SHRS,Industrials,Industrial Goods & Services,02/12/2005,United Kingdom,GBX,£268.72,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC6
DIS,DISTIL PLC,ORD 0.1P,GB0030164023,SHRS,Consumer Goods,Food & Beverage,20/01/2004,United Kingdom,GBX,£9.12,AIM,,ASX1,AIMP
DNL,DIURNAL GROUP PLC,ORD GBP0.05,GB00BDB6Q760,SHRS,Health Care,Healthcare,24/12/2015,United Kingdom,GBX,£93.33,AIM,,ASQ1,AMQ1
DIVI,DIVERSE INCOME TRUST (THE) PLC,ORD 0.1P,GB00B65TLW28,SHRS,Financials,Financial Services,28/04/2011,United Kingdom,GBX,£394.99,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
DGOC,DIVERSIFIED GAS & OIL PLC,ORD 1P,GB00BYX7JT74,SHRS,Oil & Gas,Oil & Gas,03/02/2017,United Kingdom,GBX,£110.26,AIM,,AMSM,ASM8
DC.,DIXONS CARPHONE PLC,ORD 0.1P,GB00B4Y7R145,SHRS,Consumer Services,Retail,24/03/2010,United Kingdom,GBX,"£2,266.27",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
DODS,DODS GROUP PLC,ORD 1P,GB0031129579,SHRS,Consumer Services,Media,31/07/2003,United Kingdom,GBX,£48.23,AIM,,ASX1,AIMP
DCI,DOLPHIN CAPITAL INVESTORS LIMITED,COM SHS EUR0.01,VGG2803G1028,SHRS,Financials,Real Estate,08/12/2005,British Virgin Islands,GBX,£65.13,AIM,,ASQ1,AMQ1
DOM,DOMINO'S PIZZA GROUP PLC,ORD  25/48P,GB00BYN59130,SHRS,Consumer Services,Travel & Leisure,27/06/2016,United Kingdom,GBX,"£1,631.22",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
DNA,DORIC NIMROD AIR ONE LIMITED,ORD PRF SHS NPV,GG00B4MF3899,SHRS,Financials,Financial Services,13/12/2010,Guernsey,GBX,£42.45,MAIN MARKET - SFS,,SFM2,SFQQ
DNA3,DORIC NIMROD AIR THREE LIMITED,RED ORD PREF SHS NPV,GG00B92LHN58,SHRS,Industrials,Industrial Goods & Services,02/07/2013,Guernsey,GBX,£214.50,MAIN MARKET - SFS,,SFM2,SFQQ
DNA2,DORIC NIMROD AIR TWO LIMITED,ORD PREF SHS NPV,GG00B3Z62522,SHRS,Industrials,Industrial Goods & Services,14/07/2011,Guernsey,GBX,£367.96,MAIN MARKET - SFS,,SFM2,SFQQ
DOTD,DOTDIGITAL GROUP PLC,ORD 0.5P,GB00B3W40C23,SHRS,Technology,Technology,29/03/2011,United Kingdom,GBX,£281.33,AIM,,ASQ1,AMQ1
DDV1,DOWNING DISTRIBUTION VCT 1 PLC,ORD 1P,GB00BFRSVQ41,SHRS,Financials,Financial Services,15/11/2013,United Kingdom,GBX,£93.16,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
D467,DOWNING FOUR VCT PLC,DP67 ORD 0.1P,GB00BWX53D91,SHRS,Financials,Financial Services,30/07/2015,United Kingdom,GBX,£4.59,MAIN MARKET,Premium Equity Open Ended Investment Companies,SSX3,SQNC
D4G,DOWNING FOUR VCT PLC,GENERALIST ORD 0.1P,GB00BDHF5B49,SHRS,Financials,Financial Services,21/02/2017,United Kingdom,GBX,£37.94,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
D4H,DOWNING FOUR VCT PLC,HEALTHCARE ORD 0.1P,GB00BDHF5D62,SHRS,Financials,Financial Services,21/02/2017,United Kingdom,GBX,£14.97,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
D4LC,DOWNING FOUR VCT PLC,DP2011 LOW CARB ORD 0.1P,GB00BWX53953,SHRS,Financials,Financial Services,30/07/2015,United Kingdom,GBX,£1.33,MAIN MARKET,Premium Equity Open Ended Investment Companies,SSX3,SQNC
D4OA,DOWNING FOUR VCT PLC,DP2011 GEN A SHS 0.1P,GB00BWX53730,SHRS,Financials,Financial Services,30/07/2015,United Kingdom,GBX,£2.76,MAIN MARKET,Premium Equity Open Ended Investment Companies,SSX3,SQNC
D4OO,DOWNING FOUR VCT PLC,DP2011 GEN ORD 0.1P,GB00BWX53847,SHRS,Financials,Financial Services,30/07/2015,United Kingdom,GBX,£2.42,MAIN MARKET,Premium Equity Open Ended Investment Companies,SSX3,SQNC
D4SA,DOWNING FOUR VCT PLC,DP2011 STR A SHS 0.1P,GB00BWX53C84,SHRS,Financials,Financial Services,30/07/2015,United Kingdom,GBX,£1.89,MAIN MARKET,Premium Equity Open Ended Investment Companies,SSX3,SQNC
D4SO,DOWNING FOUR VCT PLC,DP2011 STR ORD 0.1P,GB00BWX53B77,SHRS,Financials,Financial Services,30/07/2015,United Kingdom,GBX,£1.13,MAIN MARKET,Premium Equity Open Ended Investment Companies,SSX3,SQNC
DO1B,DOWNING FOUR VCT PLC,DSO B SHS 0.1P,GB00B4MGR241,SHRS,Financials,Financial Services,15/01/2010,United Kingdom,GBX,£2.49,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
DO1C,DOWNING FOUR VCT PLC,DSO C SHS 0.1P,GB00B4MCHT95,SHRS,Financials,Financial Services,15/01/2010,United Kingdom,GBX,£1.50,MAIN MARKET,Standard Shares,SSX3,SQSL
DO1D,DOWNING FOUR VCT PLC,DSO D SHS 0.1P,GB00B6QPQ463,SHRS,Financials,Financial Services,22/12/2011,United Kingdom,GBX,£2.36,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
DSM,DOWNING STRATEGIC MICRO-CAP INVESTMENT TRUST PLC,RED ORD GBP0.001,GB00BF0SCX52,SHRS,Financials,Financial Services,09/05/2017,United Kingdom,GBX,£53.10,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
DP3D,DOWNING THREE VCT PLC,D SHARE 0.1P,GB00B4V7FP75,SHRS,Financials,Financial Services,12/01/2010,United Kingdom,GBX,£0.25,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
DP3E,DOWNING THREE VCT PLC,E SHARE 0.1P,GB00B4VZ1D11,SHRS,Financials,Financial Services,12/01/2010,United Kingdom,GBX,£0.75,MAIN MARKET,Standard Shares,SSX3,SQSL
DP3F,DOWNING THREE VCT PLC,F SHS 0.1P,GB00B6ZS1P26,SHRS,Financials,Financial Services,06/03/2012,United Kingdom,GBX,£4.55,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
DP3H,DOWNING THREE VCT PLC,H SHS 0.1P,GB00BH7Y7B35,SHRS,Financials,Financial Services,11/03/2014,United Kingdom,GBX,£10.73,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
DP3J,DOWNING THREE VCT PLC,J SHS 0.1P,GB00BSTK6426,SHRS,Financials,Financial Services,19/02/2015,United Kingdom,GBX,£10.70,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
DP2D,DOWNING TWO VCT PLC,D SHARE 0.1P,GB00B4VR3D16,SHRS,Financials,Financial Services,12/01/2010,United Kingdom,GBX,£0.51,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
DP2E,DOWNING TWO VCT PLC,E SHARE 0.1P,GB00B4TLF407,SHRS,Financials,Financial Services,12/01/2010,United Kingdom,GBX,£0.75,MAIN MARKET,Standard Shares,SSX3,SQSL
DP2F,DOWNING TWO VCT PLC,F SHS 0.1P,GB00B6ZS0J90,SHRS,Financials,Financial Services,06/03/2012,United Kingdom,GBX,£5.08,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
DP2G,DOWNING TWO VCT PLC,G SHS 0.1P,GB00B8Y7CS47,SHRS,Financials,Financial Services,11/04/2013,United Kingdom,GBX,£18.24,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
DP2K,DOWNING TWO VCT PLC,K SHS 0.1P,GB00BZ6CSD33,SHRS,Financials,Financial Services,29/02/2016,United Kingdom,GBX,£15.73,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
DPA,DP AIRCRAFT I LIMITED,ORD PREF NPV,GG00BBP6HP33,SHRS,Industrials,Industrial Goods & Services,04/10/2013,Guernsey,USD,£155.30,MAIN MARKET - SFS,,SFM2,SFQQ
DPEU,DP EURASIA N.V.,ORD EUR0.12 (DI),NL0012328801,SHRS,Consumer Services,Travel & Leisure,01/07/2017,Netherlands,GBX,£324.91,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
DPP,DP POLAND PLC,ORD 0.5P,GB00B3Q74M51,SHRS,Consumer Services,Travel & Leisure,28/07/2010,United Kingdom,GBX,£62.55,AIM,,ASQ1,AMQ1
DRG,DRAGANFLY INVESTMENTS LIMITED,ORD NPV,JE00BSJX1352,SHRS,Financials,Financial Services,27/11/2014,Jersey,GBX,£0.80,AIM,,ASX1,AIMP
DUPD,DRAGON-UKRAINIAN PROPERTIES & DEVELOPMENT PLC,ORD 1P,IM00B1XH2B90,SHRS,Financials,Real Estate,01/06/2007,Isle of Man,GBX,£18.04,AIM,,AMSM,ASM8
GROW,DRAPER ESPRIT PLC,ORD GBP0.01,GB00BY7QYJ50,SHRS,Financials,Financial Services,15/06/2016,United Kingdom,GBX,£305.07,AIM,,AMSM,ASM6
DRX,DRAX GROUP PLC,ORD 11 16/29P,GB00B1VNSX38,SHRS,Utilities,Utilities,30/04/2007,United Kingdom,GBX,"£1,058.29",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
DRV,DRIVER GROUP PLC,ORD 0.4P,GB00B0L9C092,SHRS,Industrials,Industrial Goods & Services,20/06/2006,United Kingdom,GBX,£35.01,AIM,,ASX1,AIMP
DRIP,DRUM INCOME PLUS REIT PLC,ORD 10P,GB00BW4NWS02,SHRS,Financials,Real Estate,29/05/2015,United Kingdom,GBX,£36.86,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
DKE,DUKEMOUNT CAPITAL PLC,ORD GBP0.001,GB00B6WZDF03,SHRS,Financials,Financial Services,29/03/2017,United Kingdom,GBX,£1.71,MAIN MARKET,Standard Shares,SSQ3,SQS3
DUKE,DUKE ROYALTY LIMITED,ORDS NPV,GG00BYZSSY63,SHRS,Financials,Financial Services,17/06/2015,Guernsey,GBX,£38.46,AIM,,ASQ1,AMQ1
DNE,DUNEDIN ENTERPRISE INVESTMENT TRUST PLC,ORD 25P,GB0005776561,SHRS,Financials,Financial Services,12/12/2005,United Kingdom,GBX,£86.91,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON15
DIG,DUNEDIN INCOME GROWTH INVESTMENT TRUST PLC,ORD 25P,GB0003406096,SHRS,Financials,Financial Services,08/12/2006,United Kingdom,GBX,£389.17,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
DNDL,DUNEDIN SMALLER COMPANIES INVESTMENT TRUST PLC,ORD 5P,GB00B1GCL258,SHRS,Financials,Financial Services,30/11/2006,United Kingdom,GBX,£132.09,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
DNLM,DUNELM GROUP PLC,ORD 1P,GB00B1CKQ739,SHRS,Consumer Services,Retail,18/06/2007,United Kingdom,GBX,"£1,290.95",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
DX.,DX (GROUP) PLC,ORD 1P,GB00BJTCG679,SHRS,Industrials,Industrial Goods & Services,27/02/2014,United Kingdom,GBX,£18.01,AIM,,AMSM,ASM6
EYE,EAGLE EYE SOLUTIONS GROUP PLC,ORD 1P,GB00BKF1YD83,SHRS,Technology,Technology,16/04/2014,United Kingdom,GBX,£53.25,AIM,,ASQ1,AMQ1
EPO,EARTHPORT PLC,ORD 10P,GB00B0DFPF10,SHRS,Technology,Technology,13/03/2007,United Kingdom,GBX,£74.96,AIM,,AMSM,ASM6
EEP,EASTERN EUROPEAN PROPERTY FUND LIMITED,ORD 1P,GB00B0XQ3R24,SHRS,Financials,Real Estate,21/03/2007,United Kingdom,GBX,£4.43,AIM,,ASX1,AIMP
EZH,EASYHOTEL PLC,ORD 1P,GB00BN56KF84,SHRS,Consumer Services,Travel & Leisure,30/06/2014,United Kingdom,GBX,£115.07,AIM,,ASQ1,AMQ1
EZJ,EASYJET PLC,ORD 27 2/7P,GB00B7KR2P84,SHRS,Consumer Services,Travel & Leisure,05/03/2012,United Kingdom,GBX,"£6,593.66",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
EBQ,EBIQUITY PLC,ORD 25P,GB0004126057,SHRS,Consumer Services,Media,02/06/2000,United Kingdom,GBX,£80.29,AIM,,ASX1,AIMP
ELLA,ECCLESIASTICAL INSURANCE OFFICE PLC,8.625% NON CUM IRRD PRF #1,GB0003035382,SHRS,,,13/12/2004,United Kingdom,GBX,£165.00,MAIN MARKET,Standard Shares,SSQ3,SQS3
ECHO,ECHO ENERGY PLC,ORD 0.25P,GB00BF0YPG76,SHRS,Oil & Gas,Oil & Gas,23/05/2017,United Kingdom,GBX,£53.27,AIM,,ASQ1,AMQ1
ECK,ECKOH PLC,ORD 0.25P,GB0033359141,SHRS,Technology,Technology,27/06/2003,United Kingdom,GBX,£102.75,AIM,,ASQ1,AMQ1
EAH,ECO ANIMAL HEALTH GROUP PLC,ORD 5P,GB0032036807,SHRS,Health Care,Healthcare,17/06/2008,United Kingdom,GBX,£374.79,AIM,,ASX1,AIMP
ECO,ECO (ATLANTIC) OIL & GAS LTD,COM SHS NPV (DI),CA27887W1005,SHRS,Oil & Gas,Oil & Gas,08/02/2017,Canada,GBX,£49.59,AIM,,ASQ1,AMQ1
EGL,ECOFIN GLOBAL UTILITIES AND INFRASTRUCTURE TRUST PLC,ORD 1P,GB00BD3V4641,SHRS,Financials,Financial Services,26/09/2016,United Kingdom,GBX,£116.22,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
ECR,ECR MINERALS PLC,ORD 0.001P,GB00BYYDKX57,SHRS,Basic Materials,Basic Resources,22/11/2016,United Kingdom,GBX,£2.60,AIM,,ASX1,AIMP
ECSC,ECSC GROUP PLC,ORD 1P,GB00BYMJ4J99,SHRS,Technology,Technology,14/12/2016,United Kingdom,GBX,£15.22,AIM,,ASQ1,AMQ1
ESL,EDDIE STOBART LOGISTICS PLC,ORD GBP0.01,GB00BD8QVC95,SHRS,Industrials,Industrial Goods & Services,25/04/2017,United Kingdom,GBX,£511.82,AIM,,ASQ1,AMQ1
EDEN,EDEN RESEARCH PLC,ORD 1P,GB0001646941,SHRS,Health Care,Healthcare,11/05/2012,United Kingdom,GBX,£17.60,AIM,,ASQ1,AMQ1
EDL,EDENVILLE ENERGY PLC,ORD 0.02P,GB00BD0S4T13,SHRS,Basic Materials,Basic Resources,31/08/2016,United Kingdom,GBX,£5.75,AIM,,ASQ1,AMQ1
EDGH,EDGE PERFORMANCE VCT PLC,H SHS 10P,GB00B44VMB16,SHRS,Financials,Financial Services,11/04/2012,United Kingdom,GBX,£4.26,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
EDGI,EDGE PERFORMANCE VCT PLC,I SHS 10P,GB00B5B6VC05,SHRS,Financials,Financial Services,11/04/2012,United Kingdom,GBX,£20.03,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
EFM,EDINBURGH DRAGON TRUST PLC,ORD 20P,GB0002945029,SHRS,Financials,Financial Services,08/07/2005,United Kingdom,GBX,£720.77,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
EDIN,EDINBURGH INVESTMENT TRUST PLC,ORD 25P,GB0003052338,SHRS,Financials,Financial Services,31/10/2003,United Kingdom,GBX,"£1,332.49",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
